"Supplementary Table 4.1 Phenotype data formatted for calculating ANOVA, MLM, and REML",,,,,,,,,,,,,,,,,,,,,,,
Subpopulation,Plate ID,Well,Plate row,Plate column,Genotype,Experiment Replicate,Experiment,Au,Cube Root Au,Anthesis date,Induction date,Harvest date,Grind date,Phadebas Date,Anthesis-Induction,Anthesis-Harvest,Harvest-Grind,Grind-Phadebas,Rht-B1,Rht-D1,Rht Genotype,,
SW08004-1,P00200,C03,C,3,339,T1,T,1.998,1.259500936,7/30/2021,8/15/2021,10/8/2021,11/27/2023,11/29/2023,16,70,780,2,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00182,G10,G,10,349,T3,T,2.003,1.260550696,9/9/2021,10/7/2021,11/23/2021,7/24/2023,8/10/2023,28,75,608,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,D06,D,6,P11,T1,T,2.03,1.266189417,7/25/2021,8/17/2021,10/11/2021,10/10/2023,11/1/2023,23,78,729,22,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW08004-1,P00202,G06,G,6,339,T3,T,2.043,1.268886535,7/27/2021,8/13/2021,10/8/2021,11/7/2023,11/29/2023,17,73,760,22,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00203,G03,G,3,354,T1,T,2.054,1.27115979,7/28/2021,8/11/2021,10/7/2021,11/2/2023,11/29/2023,14,71,756,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00200,G03,G,3,339,T1,T,2.061,1.272602183,7/30/2021,8/15/2021,10/8/2021,11/27/2023,11/29/2023,16,70,780,2,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,C04,C,4,344,T2,T,2.083,1.277114267,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00188,A08,A,8,360,T1,T,2.099,1.280375866,8/6/2021,8/26/2021,10/18/2021,8/17/2023,9/22/2023,20,73,668,36,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00193,C06,C,6,368,T2,T,2.125,1.285640795,7/25/2021,8/15/2021,10/8/2021,9/7/2023,11/1/2023,21,75,699,55,NA,Rht-D1a,NA,,
SW08004-1,P00179,B11,B,11,374,T2,T,2.128,1.286245518,8/8/2021,8/31/2021,10/19/2021,7/26/2023,8/10/2023,23,72,645,15,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00191,G06,G,6,344,T3,T,2.143,1.289260638,7/28/2021,8/16/2021,10/11/2021,8/29/2023,11/1/2023,19,75,687,64,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,G04,G,4,344,T2,T,2.165,1.293657469,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00194,C12,C,12,340,T2,T,2.167,1.294055701,8/6/2021,8/20/2021,10/12/2021,9/5/2023,11/1/2023,14,67,693,57,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00196,F07,F,7,354,T3,T,2.181,1.296836489,7/21/2021,8/8/2021,10/6/2021,11/2/2023,11/29/2023,18,77,757,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,A01,A,1,368,T3,T,2.199,1.300394358,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00202,C05,C,5,340,C2,C,2.238,1.308036995,7/30/2021,8/17/2021,10/5/2021,11/25/2023,11/29/2023,18,67,781,4,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00181,E12,E,12,349,C2,C,2.261,1.312502645,9/8/2021,10/5/2021,11/29/2021,7/24/2023,8/10/2023,27,82,602,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00203,C03,C,3,354,T1,T,2.286,1.317322396,7/28/2021,8/11/2021,10/7/2021,11/2/2023,11/29/2023,14,71,756,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00202,C03,C,3,339,T3,T,2.308,1.321534793,7/27/2021,8/13/2021,10/8/2021,11/7/2023,11/29/2023,17,73,760,22,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00193,G06,G,6,368,T2,T,2.329,1.325530819,7/25/2021,8/15/2021,10/8/2021,9/7/2023,11/1/2023,21,75,699,55,NA,Rht-D1a,NA,,
SW08004-1,P00192,C03,C,3,344,T2,T,2.345,1.328559316,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00188,A09,A,9,360,T1,T,2.354,1.330256796,8/6/2021,8/26/2021,10/18/2021,8/17/2023,9/22/2023,20,73,668,36,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,G06,G,6,344,T2,T,2.357,1.33082166,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00196,B07,B,7,354,T3,T,2.367,1.332701089,7/21/2021,8/8/2021,10/6/2021,11/2/2023,11/29/2023,18,77,757,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00202,G03,G,3,339,T3,T,2.404,1.339609302,7/27/2021,8/13/2021,10/8/2021,11/7/2023,11/29/2023,17,73,760,22,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00202,G05,G,5,340,C2,C,2.418,1.342204732,7/30/2021,8/17/2021,10/5/2021,11/25/2023,11/29/2023,18,67,781,4,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00181,A12,A,12,349,C2,C,2.5,1.357208808,9/8/2021,10/5/2021,11/29/2021,7/24/2023,8/10/2023,27,82,602,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00193,C05,C,5,368,T2,T,2.505,1.358113012,7/25/2021,8/15/2021,10/8/2021,9/7/2023,11/1/2023,21,75,699,55,NA,Rht-D1a,NA,,
SW08004-1,P00182,C12,C,12,349,T3,T,2.508,1.358654956,9/9/2021,10/7/2021,11/23/2021,7/24/2023,8/10/2023,28,75,608,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00193,G05,G,5,368,T2,T,2.541,1.364588023,7/25/2021,8/15/2021,10/8/2021,9/7/2023,11/1/2023,21,75,699,55,NA,Rht-D1a,NA,,
SW08004-1,P00181,E11,E,11,349,C2,C,2.568,1.369404256,9/8/2021,10/5/2021,11/29/2021,7/24/2023,8/10/2023,27,82,602,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,B12,B,12,368,T3,T,2.578,1.371179477,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00188,E09,E,9,360,T1,T,2.588,1.372950114,8/6/2021,8/26/2021,10/18/2021,8/17/2023,9/22/2023,20,73,668,36,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,F12,F,12,368,T3,T,2.593,1.373833722,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00186,A04,A,4,368,T3,T,2.621,1.378761053,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00192,C06,C,6,344,T2,T,2.697,1.391960727,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00194,G12,G,12,340,T2,T,2.776,1.405421158,8/6/2021,8/20/2021,10/12/2021,9/5/2023,11/1/2023,14,67,693,57,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00181,A11,A,11,349,C2,C,2.785,1.406938346,9/8/2021,10/5/2021,11/29/2021,7/24/2023,8/10/2023,27,82,602,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00179,G06,G,6,349,C3,C,2.833,1.414975298,9/5/2021,9/27/2021,11/23/2021,7/18/2023,8/10/2023,22,79,602,23,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00182,G12,G,12,349,T3,T,2.843,1.416638215,9/9/2021,10/7/2021,11/23/2021,7/24/2023,8/10/2023,28,75,608,17,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,G03,G,3,344,T2,T,2.85,1.417799939,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00179,C06,C,6,349,C3,C,2.867,1.42061337,9/5/2021,9/27/2021,11/23/2021,7/18/2023,8/10/2023,22,79,602,23,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,E04,E,4,368,T3,T,2.927,1.430455134,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00179,C04,C,4,349,C3,C,2.967,1.436941812,9/5/2021,9/27/2021,11/23/2021,7/18/2023,8/10/2023,22,79,602,23,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00203,H08,H,8,354,T1,T,3.08,1.45495727,7/28/2021,8/11/2021,10/7/2021,11/2/2023,11/29/2023,14,71,756,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00179,G04,G,4,349,C3,C,3.092,1.456844376,9/5/2021,9/27/2021,11/23/2021,7/18/2023,8/10/2023,22,79,602,23,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,G06,G,6,335,T2,T,3.138,1.464033383,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00180,A03,A,3,372,T2,T,3.23,1.478203323,8/7/2021,8/27/2021,10/19/2021,7/23/2023,8/10/2023,20,73,642,18,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,G03,G,3,335,T2,T,3.439,1.509422173,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,G05,G,5,335,T2,T,3.77,1.556373342,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00203,D08,D,8,354,T1,T,3.837,1.565539152,7/28/2021,8/11/2021,10/7/2021,11/2/2023,11/29/2023,14,71,756,27,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,G05,G,5,344,T2,T,3.857,1.568254514,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00192,C05,C,5,344,T2,T,3.872,1.570284882,7/29/2021,8/17/2021,10/11/2021,10/12/2023,11/1/2023,19,74,731,20,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,A05,A,5,368,T3,T,3.892,1.572983899,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00192,D04,D,4,P7,T2,T,4.5,1.650963624,7/20/2021,8/15/2021,10/8/2021,10/31/2023,11/1/2023,26,80,753,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW08004-1,P00192,H04,H,4,P7,T2,T,4.5,1.650963624,7/20/2021,8/15/2021,10/8/2021,10/31/2023,11/1/2023,26,80,753,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW08004-1,P00192,D02,D,2,P7,T2,T,4.5,1.650963624,7/20/2021,8/15/2021,10/8/2021,10/31/2023,11/1/2023,26,80,753,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW08004-1,P00192,H02,H,2,P7,T2,T,4.5,1.650963624,7/20/2021,8/15/2021,10/8/2021,10/31/2023,11/1/2023,26,80,753,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW08004-1,P00180,E03,E,3,372,T2,T,4.5,1.650963624,8/7/2021,8/27/2021,10/19/2021,7/23/2023,8/10/2023,20,73,642,18,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00180,B12,B,12,372,T2,T,4.5,1.650963624,8/7/2021,8/27/2021,10/19/2021,7/23/2023,8/10/2023,20,73,642,18,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00180,F12,F,12,372,T2,T,4.5,1.650963624,8/7/2021,8/27/2021,10/19/2021,7/23/2023,8/10/2023,20,73,642,18,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00186,E05,E,5,368,T3,T,4.5,1.650963624,8/8/2021,8/25/2021,10/18/2021,8/9/2023,8/30/2023,17,71,660,21,NA,Rht-D1a,NA,,
SW08004-1,P00189,C04,C,4,335,T2,T,4.5,1.650963624,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,G04,G,4,335,T2,T,4.5,1.650963624,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,C03,C,3,335,T2,T,4.5,1.650963624,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,C06,C,6,335,T2,T,4.5,1.650963624,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00189,C05,C,5,335,T2,T,4.5,1.650963624,8/5/2021,8/26/2021,10/18/2021,8/28/2023,9/22/2023,21,74,679,25,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00183,C10,C,10,349,T2,T,4.5,1.650963624,9/6/2021,9/29/2021,11/29/2021,7/26/2023,8/30/2023,23,84,604,35,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00183,G10,G,10,349,T2,T,4.5,1.650963624,9/6/2021,9/29/2021,11/29/2021,7/26/2023,8/30/2023,23,84,604,35,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00183,C09,C,9,349,T2,T,4.5,1.650963624,9/6/2021,9/29/2021,11/29/2021,7/26/2023,8/30/2023,23,84,604,35,Rht-B1a,Rht-D1a,tall,,
SW08004-1,P00183,G09,G,9,349,T2,T,4.5,1.650963624,9/6/2021,9/29/2021,11/29/2021,7/26/2023,8/30/2023,23,84,604,35,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,A06,A,6,386,T2,T,0.12,0.493242415,9/16/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,21,49,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00151,B01,B,1,403,C1,C,0.125,0.5,10/14/2022,11/7/2022,11/28/2022,6/23/2023,7/10/2023,24,45,207,17,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00151,F01,F,1,403,C1,C,0.125,0.5,10/14/2022,11/7/2022,11/28/2022,6/23/2023,7/10/2023,24,45,207,17,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00160,A10,A,10,417,C1,C,0.126,0.501329793,10/2/2022,10/26/2022,11/18/2022,6/29/2023,7/14/2023,24,47,223,15,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00152,B03,B,3,395,T1,T,0.127,0.50265257,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/10/2023,22,50,206,18,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00160,E10,E,10,417,C1,C,0.129,0.505277435,10/2/2022,10/26/2022,11/18/2022,6/29/2023,7/14/2023,24,47,223,15,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00152,F03,F,3,395,T1,T,0.129,0.505277435,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/10/2023,22,50,206,18,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00175,A12,A,12,386,C1,C,0.131,0.507875308,9/20/2022,10/14/2022,11/4/2022,7/18/2023,7/19/2023,24,45,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,A03,A,3,386,T2,T,0.131,0.507875308,9/16/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,21,49,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00172,C01,C,1,396,C3,C,0.131,0.507875308,10/6/2022,10/28/2022,11/16/2022,7/13/2023,7/19/2023,22,41,239,6,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00176,G02,G,2,386,C2,C,0.134,0.511722995,9/11/2022,10/5/2022,11/4/2022,7/18/2023,7/19/2023,24,54,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,E06,E,6,386,T2,T,0.134,0.511722995,9/16/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,21,49,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,E03,E,3,386,T2,T,0.134,0.511722995,9/16/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,21,49,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00169,H03,H,3,P8,T1,T,0.134,0.511722995,10/12/2022,11/2/2022,11/28/2022,7/12/2023,7/19/2023,21,47,226,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00164,D02,D,2,P8,C1,C,0.136,0.514256318,10/12/2022,11/2/2022,11/18/2022,7/7/2023,7/14/2023,21,37,231,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00176,G05,G,5,386,C2,C,0.137,0.515513674,9/11/2022,10/5/2022,11/4/2022,7/18/2023,7/19/2023,24,54,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00175,B03,B,3,386,C1,C,0.137,0.515513674,9/20/2022,10/14/2022,11/4/2022,7/18/2023,7/19/2023,24,45,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00175,E12,E,12,386,C1,C,0.137,0.515513674,9/20/2022,10/14/2022,11/4/2022,7/18/2023,7/19/2023,24,45,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,H04,H,4,P11,C1,C,0.137,0.515513674,10/10/2022,10/31/2022,11/16/2022,7/6/2023,7/12/2023,21,37,232,6,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00172,G01,G,1,396,C3,C,0.137,0.515513674,10/6/2022,10/28/2022,11/16/2022,7/13/2023,7/19/2023,22,41,239,6,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,E10,E,10,395,C1,C,0.14,0.51924941,10/10/2022,11/2/2022,11/18/2022,6/29/2023,7/12/2023,23,39,223,13,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00156,B02,B,2,395,T3,T,0.14,0.51924941,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/12/2023,22,50,206,20,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00169,D03,D,3,P8,T1,T,0.141,0.520482786,10/12/2022,11/2/2022,11/28/2022,7/12/2023,7/19/2023,21,47,226,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00176,C05,C,5,386,C2,C,0.142,0.521710345,9/11/2022,10/5/2022,11/4/2022,7/18/2023,7/19/2023,24,54,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00164,H02,H,2,P8,C1,C,0.142,0.521710345,10/12/2022,11/2/2022,11/18/2022,7/7/2023,7/14/2023,21,37,231,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00158,B02,B,2,395,C1,C,0.142,0.521710345,10/10/2022,11/2/2022,11/18/2022,6/29/2023,7/12/2023,23,39,223,13,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,F02,F,2,395,C1,C,0.142,0.521710345,10/10/2022,11/2/2022,11/18/2022,6/29/2023,7/12/2023,23,39,223,13,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00159,A12,A,12,403,T3,T,0.142,0.521710345,10/18/2022,11/7/2022,12/2/2022,6/27/2023,7/14/2023,20,45,207,17,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00176,C02,C,2,386,C2,C,0.143,0.522932153,9/11/2022,10/5/2022,11/4/2022,7/18/2023,7/19/2023,24,54,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,H03,H,3,P11,C1,C,0.143,0.522932153,10/10/2022,10/31/2022,11/16/2022,7/6/2023,7/12/2023,21,37,232,6,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00159,E12,E,12,403,T3,T,0.143,0.522932153,10/18/2022,11/7/2022,12/2/2022,6/27/2023,7/14/2023,20,45,207,17,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00156,C03,C,3,403,C2,C,0.144,0.524148279,10/17/2022,11/9/2022,11/28/2022,6/29/2023,7/12/2023,23,42,213,13,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00156,B06,B,6,399,T1,T,0.144,0.524148279,10/13/2022,11/2/2022,11/28/2022,6/27/2023,7/12/2023,20,46,211,15,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,D03,D,3,P11,C1,C,0.145,0.525358787,10/10/2022,10/31/2022,11/16/2022,7/6/2023,7/12/2023,21,37,232,6,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00158,A10,A,10,395,C1,C,0.145,0.525358787,10/10/2022,11/2/2022,11/18/2022,6/29/2023,7/12/2023,23,39,223,13,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00163,G12,G,12,417,C2,C,0.146,0.526563743,10/8/2022,10/31/2022,11/16/2022,7/5/2023,7/14/2023,23,39,231,9,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00158,B07,B,7,417,T3,T,0.146,0.526563743,10/12/2022,11/4/2022,11/28/2022,6/28/2023,7/12/2023,23,47,212,14,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00175,F03,F,3,386,C1,C,0.147,0.527763209,9/20/2022,10/14/2022,11/4/2022,7/18/2023,7/19/2023,24,45,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00169,H04,H,4,P8,T1,T,0.147,0.527763209,10/12/2022,11/2/2022,11/28/2022,7/12/2023,7/19/2023,21,47,226,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00158,B06,B,6,417,T3,T,0.147,0.527763209,10/12/2022,11/4/2022,11/28/2022,6/28/2023,7/12/2023,23,47,212,14,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00151,A09,A,9,403,C1,C,0.147,0.527763209,10/14/2022,11/7/2022,11/28/2022,6/23/2023,7/10/2023,24,45,207,17,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00156,F02,F,2,395,T3,T,0.147,0.527763209,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/12/2023,22,50,206,20,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,B07,B,7,410,C1,C,0.148,0.528957247,9/26/2022,10/17/2022,11/11/2022,7/18/2023,7/19/2023,21,46,249,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00157,D01,D,1,420,C1,C,0.148,0.528957247,10/27/2022,11/15/2022,12/2/2022,6/30/2023,7/12/2023,19,36,210,12,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00158,F07,F,7,417,T3,T,0.148,0.528957247,10/12/2022,11/4/2022,11/28/2022,6/28/2023,7/12/2023,23,47,212,14,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00156,E10,E,10,395,T3,T,0.148,0.528957247,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/12/2023,22,50,206,20,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,B06,B,6,410,C1,C,0.149,0.530145919,9/26/2022,10/17/2022,11/11/2022,7/18/2023,7/19/2023,21,46,249,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00152,B07,B,7,395,T1,T,0.149,0.530145919,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/10/2023,22,50,206,18,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,E05,E,5,408,C1,C,0.15,0.531329285,9/14/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,23,51,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00156,A10,A,10,395,T3,T,0.15,0.531329285,10/9/2022,10/31/2022,11/28/2022,6/22/2023,7/12/2023,22,50,206,20,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,A05,A,5,408,C1,C,0.151,0.532507402,9/14/2022,10/7/2022,11/4/2022,7/18/2023,7/19/2023,23,51,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00156,C06,C,6,403,C2,C,0.151,0.532507402,10/17/2022,11/9/2022,11/28/2022,6/29/2023,7/12/2023,23,42,213,13,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00169,G07,G,7,386,C3,C,0.151,0.532507402,9/15/2022,10/5/2022,11/4/2022,7/1223,7/19/2023,20,50,NA,NA,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00175,H07,H,7,408,C2,C,0.152,0.53368033,9/14/2022,10/14/2022,11/4/2022,7/18/2023,7/19/2023,30,51,256,1,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00163,C12,C,12,417,C2,C,0.152,0.53368033,10/8/2022,10/31/2022,11/16/2022,7/5/2023,7/14/2023,23,39,231,9,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00157,C08,C,8,420,C1,C,0.152,0.53368033,10/27/2022,11/15/2022,12/2/2022,6/30/2023,7/12/2023,19,36,210,12,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00154,B07,B,7,395,T2,T,0.152,0.53368033,10/7/2022,10/28/2022,11/18/2022,6/21/2023,7/10/2023,21,42,215,19,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00170,B04,B,4,383,C1,C,0.153,0.534848124,9/30/2022,10/26/2022,11/16/2022,7/7/2023,7/19/2023,26,47,233,12,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00156,G03,G,3,403,C2,C,0.153,0.534848124,10/17/2022,11/9/2022,11/28/2022,6/29/2023,7/12/2023,23,42,213,13,Rht-B1a,Rht-D1b,semi-dwarf D,,
SW8002-6,P00160,G10,G,10,412,C1,C,0.153,0.534848124,10/10/2022,11/4/2022,11/28/2022,6/30/2023,7/14/2023,25,49,214,14,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00157,H01,H,1,420,C1,C,0.154,0.536010841,10/27/2022,11/15/2022,12/2/2022,6/30/2023,7/12/2023,19,36,210,12,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00163,A08,A,8,387,C3,C,0.154,0.536010841,10/10/2022,10/31/2022,11/16/2022,6/30/2023,7/14/2023,21,37,226,14,Rht-B1b,Rht-D1a,semi-dwarf B,,
SW8002-6,P00153,F08,F,8,417,C3,C,0.154,0.536010841,10/11/2022,11/2/2022,11/18/2022,6/21/2023,7/10/2023,22,38,215,19,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00154,F07,F,7,395,T2,T,0.154,0.536010841,10/7/2022,10/28/2022,11/18/2022,6/21/2023,7/10/2023,21,42,215,19,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00154,B03,B,3,395,T2,T,0.154,0.536010841,10/7/2022,10/28/2022,11/18/2022,6/21/2023,7/10/2023,21,42,215,19,Rht-B1a,Rht-D1a,tall,,
SW8002-6,P00178,B03,B,3,410,C1,C,0.155,0.537168535,9/26/2022,10/17/2022,11/11/2022,7/18/2023,7/19/2023,21,46,249,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
